id,y
0.0,59.684418
1.0,76.671814
2.0,71.021
3.0,72.3627
4.0,72.946465
5.0,54.065823
6.0,63.749
7.0,73.752594
8.0,69.82528
9.0,59.912033
10.0,74.709885
11.0,77.31445
12.0,55.929256
13.0,65.80912
14.0,72.92558
15.0,65.63443
16.0,78.42564
17.0,72.77416
18.0,70.55522
19.0,63.95998
20.0,58.964256
21.0,53.251797
22.0,78.17843
23.0,81.61133
24.0,67.93701
25.0,74.90373
26.0,85.36754
27.0,73.59578
28.0,71.28529
29.0,66.18758
30.0,64.911316
31.0,75.79229
32.0,70.740036
33.0,70.80684
34.0,70.21145
35.0,66.78091
36.0,66.16969
37.0,74.176636
38.0,69.02025
39.0,70.35666
40.0,65.65557
41.0,65.79724
42.0,69.631294
43.0,72.43255
44.0,57.421192
45.0,76.75425
46.0,61.305492
47.0,75.94584
48.0,76.49722
49.0,78.78206
50.0,78.91397
51.0,61.399868
52.0,81.53107
53.0,72.681114
54.0,72.517654
55.0,80.45184
56.0,71.933495
57.0,74.12119
58.0,67.213356
59.0,71.989876
60.0,73.51089
61.0,67.31574
62.0,67.50615
63.0,76.530495
64.0,77.14442
65.0,63.211884
66.0,69.765396
67.0,56.915676
68.0,80.59614
69.0,79.85722
70.0,64.46214
71.0,72.77444
72.0,70.95776
73.0,74.57131
74.0,60.163544
75.0,65.40491
76.0,76.304886
77.0,63.93773
78.0,72.95177
79.0,58.537567
80.0,78.549164
81.0,74.16468
82.0,71.71845
83.0,68.087616
84.0,77.95353
85.0,68.53641
86.0,71.01122
87.0,66.55207
88.0,67.03389
89.0,59.731586
90.0,68.6734
91.0,71.467606
92.0,74.21626
93.0,65.44733
94.0,77.892624
95.0,83.269775
96.0,74.9095
97.0,58.744198
98.0,54.66338
99.0,76.52073
100.0,75.29151
101.0,69.693794
102.0,55.294777
103.0,76.72847
104.0,79.12401
105.0,60.294228
106.0,69.54219
107.0,80.18046
108.0,71.03963
109.0,78.42209
110.0,72.01991
111.0,65.96048
112.0,66.85457
113.0,70.22797
114.0,62.523693
115.0,78.88508
116.0,71.50382
117.0,72.555176
118.0,68.03404
119.0,77.83594
120.0,74.075096
121.0,69.02306
122.0,71.1949
123.0,74.30493
124.0,75.15519
125.0,75.168205
126.0,57.398438
127.0,71.963455
128.0,83.93583
129.0,78.07466
130.0,76.36815
131.0,67.611
132.0,74.233765
133.0,74.0155
134.0,71.69643
135.0,70.48719
136.0,65.088974
137.0,75.48496
138.0,63.334183
139.0,80.930954
140.0,74.575264
141.0,72.315155
142.0,72.633804
143.0,66.071495
144.0,70.18247
145.0,59.61922
146.0,70.89186
147.0,75.08046
148.0,78.93549
149.0,73.65175
150.0,63.34043
151.0,70.7315
152.0,65.06918
153.0,71.29638
154.0,62.187317
155.0,67.93829
156.0,68.98996
157.0,69.259995
158.0,83.15951
159.0,64.473724
160.0,81.98434
161.0,64.84421
162.0,61.034733
163.0,63.678368
164.0,75.50899
165.0,68.77954
166.0,70.28647
167.0,68.26216
168.0,64.14179
169.0,72.6219
170.0,72.58208
171.0,72.59328
172.0,70.76094
173.0,75.34765
174.0,77.32498
175.0,67.43965
176.0,67.674866
177.0,59.64969
178.0,77.83799
179.0,69.75308
180.0,70.244286
181.0,63.772404
182.0,67.07517
183.0,76.37269
184.0,75.311935
185.0,62.70053
186.0,67.94134
187.0,70.63101
188.0,85.88183
189.0,80.56661
190.0,52.95041
191.0,64.07158
192.0,77.26499
193.0,57.114365
194.0,76.566444
195.0,56.67808
196.0,61.331696
197.0,72.74673
198.0,77.86635
199.0,74.43565
200.0,73.90208
201.0,69.88665
202.0,74.62688
203.0,67.190544
204.0,64.727325
205.0,73.4356
206.0,55.98873
207.0,72.71234
208.0,69.292145
209.0,79.65924
210.0,69.109695
211.0,63.95732
212.0,77.20466
213.0,77.41422
214.0,77.57454
215.0,63.84015
216.0,69.70152
217.0,66.52781
218.0,62.482143
219.0,75.3646
220.0,64.58851
221.0,69.13994
222.0,67.84153
223.0,68.78211
224.0,70.513664
225.0,69.52719
226.0,70.42489
227.0,73.950035
228.0,73.09073
229.0,65.05008
230.0,59.702663
231.0,51.708607
232.0,71.77012
233.0,63.612217
234.0,72.14009
235.0,64.61222
236.0,84.02991
237.0,70.629364
238.0,72.314964
239.0,72.20436
240.0,60.748615
241.0,63.881706
242.0,66.39227
243.0,67.03936
244.0,69.94512
245.0,75.6643
246.0,62.79814
247.0,66.9449
248.0,72.360306
249.0,69.76213
250.0,71.43632
251.0,58.485867
252.0,80.0918
253.0,71.18738
254.0,76.27276
255.0,80.03952
256.0,60.802067
257.0,61.53939
258.0,64.53671
259.0,76.81471
260.0,67.189766
261.0,81.42952
262.0,66.409294
263.0,77.433655
264.0,55.07763
265.0,70.98664
266.0,64.52037
267.0,63.893906
268.0,78.772644
269.0,66.099754
270.0,66.68398
271.0,80.6746
272.0,76.435776
273.0,77.47136
274.0,78.23983
275.0,67.623856
276.0,57.763817
277.0,74.65946
278.0,78.46534
279.0,79.136925
280.0,69.57687
281.0,55.487984
282.0,82.16452
283.0,72.32933
284.0,80.58314
285.0,61.19484
286.0,76.48722
287.0,74.66442
288.0,62.375725
289.0,70.448265
290.0,62.29962
291.0,80.278786
292.0,68.98477
293.0,69.63436
294.0,73.073135
295.0,74.32032
296.0,62.712654
297.0,78.31322
298.0,73.240875
299.0,66.9146
300.0,65.35239
301.0,77.5567
302.0,50.89406
303.0,61.553246
304.0,64.70095
305.0,72.55146
306.0,75.560196
307.0,66.81823
308.0,84.208244
309.0,77.54924
310.0,72.36635
311.0,65.54507
312.0,72.19818
313.0,61.720284
314.0,85.64875
315.0,66.784546
316.0,76.58153
317.0,58.86523
318.0,66.53609
319.0,76.072205
320.0,65.150444
321.0,55.14449
322.0,76.25193
323.0,60.250996
324.0,57.96346
325.0,66.72634
326.0,80.911446
327.0,78.983185
328.0,71.05003
329.0,64.07087
330.0,63.389214
331.0,68.23839
332.0,78.5681
333.0,75.99146
334.0,78.42349
335.0,68.13394
336.0,64.569115
337.0,59.42819
338.0,81.440895
339.0,67.430725
340.0,74.69551
341.0,77.58563
342.0,67.210815
343.0,77.531456
344.0,67.382126
345.0,69.53651
346.0,77.40376
347.0,64.27608
348.0,78.12918
349.0,66.15913
350.0,70.79736
351.0,75.399864
352.0,71.77842
353.0,72.77067
354.0,65.16723
355.0,72.23685
356.0,73.99145
357.0,62.018803
358.0,52.420345
359.0,74.096146
360.0,66.23066
361.0,72.37323
362.0,60.531063
363.0,78.48231
364.0,71.56844
365.0,75.150826
366.0,72.996056
367.0,65.060265
368.0,72.07581
369.0,58.77011
370.0,79.34986
371.0,67.60346
372.0,68.38492
373.0,75.86191
374.0,63.35281
375.0,69.23666
376.0,76.06147
377.0,70.37215
378.0,65.35033
379.0,75.92011
380.0,66.18256
381.0,74.404015
382.0,68.206276
383.0,81.3044
384.0,66.059
385.0,74.38886
386.0,67.45322
387.0,58.996605
388.0,63.742462
389.0,66.86342
390.0,61.76689
391.0,62.523155
392.0,67.612144
393.0,62.344593
394.0,57.748302
395.0,65.96153
396.0,70.207924
397.0,67.16752
398.0,62.253067
399.0,57.496086
400.0,70.27847
401.0,62.82576
402.0,65.4672
403.0,78.94206
404.0,80.1045
405.0,68.98877
406.0,67.37103
407.0,69.788826
408.0,58.184875
409.0,62.610634
410.0,76.89381
411.0,56.8843
412.0,63.733196
413.0,75.59531
414.0,73.848854
415.0,57.546673
416.0,65.80738
417.0,62.55964
418.0,62.841175
419.0,67.697174
420.0,65.35542
421.0,62.86576
422.0,79.28738
423.0,60.77868
424.0,81.48118
425.0,60.807354
426.0,70.909294
427.0,66.85743
428.0,74.79374
429.0,77.19339
430.0,71.85628
431.0,66.67241
432.0,69.67286
433.0,75.802574
434.0,69.2404
435.0,67.90232
436.0,56.40773
437.0,60.132374
438.0,79.34853
439.0,60.862076
440.0,72.420135
441.0,71.23051
442.0,75.51072
443.0,71.297554
444.0,74.808495
445.0,61.86936
446.0,74.10507
447.0,60.776443
448.0,73.62797
449.0,62.349422
450.0,74.66897
451.0,73.02931
452.0,71.888336
453.0,61.151608
454.0,73.72433
455.0,71.087875
456.0,59.964287
457.0,56.645832
458.0,66.543625
459.0,65.57439
460.0,71.87097
461.0,59.380463
462.0,59.110233
463.0,73.05656
464.0,65.85053
465.0,69.90998
466.0,77.4615
467.0,74.60441
468.0,69.74785
469.0,65.38524
470.0,70.871895
471.0,63.860714
472.0,81.47446
473.0,72.06396
474.0,67.90604
475.0,64.880585
476.0,62.95028
477.0,78.40857
478.0,66.52054
479.0,76.729576
480.0,61.95821
481.0,56.96521
482.0,60.836414
483.0,66.41919
484.0,61.677727
485.0,78.70255
486.0,59.285976
487.0,62.855217
488.0,78.08639
489.0,55.390827
490.0,76.0715
491.0,68.444176
492.0,54.713036
493.0,70.76726
494.0,71.53298
495.0,75.76539
496.0,58.616684
497.0,76.891945
498.0,56.194546
499.0,74.162575
500.0,59.23273
501.0,59.033543
502.0,75.63451
503.0,62.37302
504.0,76.14636
505.0,72.13465
506.0,65.767525
507.0,55.385834
508.0,65.39688
509.0,67.67537
510.0,81.757416
511.0,74.99132
512.0,74.56209
513.0,63.31716
514.0,78.32896
515.0,69.31469
516.0,81.307045
517.0,68.07592
518.0,66.16771
519.0,69.90083
520.0,82.27147
521.0,65.91676
522.0,68.77794
523.0,69.03002
524.0,78.15104
525.0,59.65414
526.0,72.360985
527.0,81.429306
528.0,63.37347
529.0,62.216953
530.0,79.54573
531.0,69.586525
532.0,60.468613
533.0,64.512634
534.0,62.914722
535.0,53.880924
536.0,79.4747
537.0,63.31328
538.0,71.31862
539.0,82.16075
540.0,63.95132
541.0,64.923836
542.0,63.665928
543.0,71.67664
544.0,78.57311
545.0,72.13307
546.0,73.21838
547.0,74.02206
548.0,77.80606
549.0,72.694984
550.0,66.63202
551.0,66.06824
552.0,71.88904
553.0,74.881805
554.0,59.668587
555.0,81.029526
556.0,76.415695
557.0,60.68196
558.0,76.71305
559.0,70.10546
560.0,65.10892
561.0,78.26825
562.0,78.97181
563.0,77.098
564.0,68.93278
565.0,67.04814
566.0,73.02971
567.0,60.886566
568.0,76.62072
569.0,71.8625
570.0,80.439606
571.0,57.756523
572.0,80.88643
573.0,78.819374
574.0,63.690014
575.0,66.05524
576.0,78.03839
577.0,61.582794
578.0,86.04625
579.0,82.707184
580.0,71.147446
581.0,77.812546
582.0,56.608025
583.0,57.692417
584.0,58.979572
585.0,79.795845
586.0,66.5582
587.0,75.69677
