Id,y
10000,-66.00242348414123
10001,451.4065043528336
10002,-461.67641701006823
10003,40.50120875194235
10004,-126.74472244175531
10005,-342.5345517855619
10006,-396.5555420718901
10007,335.54127904258445
10008,-99.51242086134879
10009,304.8125397749628
10010,68.89453048289555
10011,412.369195411869
10012,54.942371019712716
10013,-17.005550753449146
10014,-597.8499575113063
10015,443.50228873985657
10016,144.77448696056413
10017,-57.411163667698084
10018,134.38782756645725
10019,-108.98377597788695
10020,153.8248284086616
10021,611.7359835388202
10022,588.3896502776139
10023,-131.01679994373447
10024,-61.13562113493804
10025,-374.248495275325
10026,74.15799307147705
10027,137.43837872070478
10028,420.086611753978
10029,196.76562569504915
10030,268.44284977262834
10031,638.4749101858715
10032,127.37873137257972
10033,1.3491187582043398
10034,22.71045317286941
10035,342.23953448738916
10036,307.7039669408221
10037,348.1382086666284
10038,-168.65286128935878
10039,-20.22113090213873
10040,-551.7499275128728
10041,-429.971804022383
10042,261.89195867756496
10043,389.82042608735975
10044,-96.16562226376683
10045,-210.71080123570346
10046,278.88186875590026
10047,-427.45330098579404
10048,-172.90325290168545
10049,467.26437830386584
10050,-631.5587355220787
10051,-355.5316592996953
10052,143.17327552284792
10053,69.1992025914737
10054,275.58827394881064
10055,-263.1886121766763
10056,167.49830721348957
10057,104.57789587737902
10058,230.07008658747773
10059,20.988026643124048
10060,-4.822581260803138
10061,-201.92294078992208
10062,560.0639265080117
10063,55.288476246604716
10064,671.3015746201553
10065,-493.74873823419796
10066,-279.353036701903
10067,-53.712527606117426
10068,379.69819546212545
10069,315.07141082756584
10070,169.1300173075772
10071,-271.59930323837875
10072,783.8022225952917
10073,44.57731151065611
10074,57.406780049946015
10075,-161.07827412822942
10076,-220.669578455309
10077,223.24129440449127
10078,352.66559550857886
10079,13.16329136570449
10080,-461.9941469382232
10081,305.3721466616621
10082,-230.59656171253275
10083,359.0744432046011
10084,-430.26056332939567
10085,-115.54882204538391
10086,-88.96006386802735
10087,-488.2901897587233
10088,-139.3503385321974
10089,57.33880810427062
10090,-190.33624270059198
10091,-6.508092915396948
10092,189.29107772917678
10093,346.60367815122106
10094,871.627320559841
10095,-147.01353737103284
10096,443.48993773301703
10097,-30.49843297131788
10098,185.4634575138751
10099,-119.91717150318168
10100,43.57523799880415
10101,58.3185715437864
10102,-197.15246827708162
10103,-70.47160677972438
10104,-342.846053251465
10105,-29.23358987021388
10106,49.52292929024811
10107,-16.24614413612743
10108,33.775069257944445
10109,-68.88307747554072
10110,25.863399489331695
10111,-617.3142842086025
10112,-185.9044129894939
10113,323.78310607642754
10114,-35.66219571876973
10115,-733.5297710851904
10116,-240.7385626200217
10117,-381.97314658338627
10118,75.31994461264519
10119,36.61032645174793
10120,-28.756270222935658
10121,-481.1606279194741
10122,408.8502303808808
10123,-765.0217471204978
10124,178.0726964999605
10125,-7.649879383535802
10126,134.79684622158425
10127,-477.45851416284904
10128,-248.7062529881906
10129,-361.8846571858071
10130,-18.755611745719595
10131,7.795604372439622
10132,-109.10598971489954
10133,-63.07374523633211
10134,591.823183674821
10135,259.6126336706791
10136,-279.8658319792342
10137,93.22535939076211
10138,-427.2873153728523
10139,84.38656632289667
10140,-311.5446306142253
10141,11.419268610046382
10142,-297.8314683900076
10143,-331.92897093465496
10144,656.0132304578672
10145,-476.66268131708404
10146,361.19404509453534
10147,-150.1852685947589
10148,299.9467189940428
10149,-191.72143217064496
10150,151.9499950990476
10151,-64.67275780975831
10152,351.2448615949192
10153,-370.63644571777365
10154,349.22498174914324
10155,273.5246095884429
10156,783.1971842380211
10157,-124.23788972346941
10158,-155.220044313787
10159,-506.9556493349439
10160,201.69321236673653
10161,-415.1740571186174
10162,-348.1651051325164
10163,-201.95224106751823
10164,-658.9504469851512
10165,179.346401662498
10166,124.06925814973998
10167,-209.15025352842306
10168,213.70513475117662
10169,-82.11721022920445
10170,-97.11026989111518
10171,124.26800573212695
10172,50.28991565356191
10173,538.743959226461
10174,630.0175344893033
10175,217.25927780327078
10176,-491.7337412772446
10177,-131.1417511263853
10178,362.393022380063
10179,-14.363038054672236
10180,-30.261757357848854
10181,-107.32358075552243
10182,-334.06259289514134
10183,299.5063996153999
10184,-103.47221483651352
10185,179.8204994473412
10186,122.20070886687363
10187,86.5803716086345
10188,386.48256052763213
10189,-613.3611744414308
10190,-269.81638735488855
10191,260.73145123574795
10192,-44.6201612777728
10193,-159.1571757463519
10194,-145.24559877921618
10195,447.2282148291255
10196,476.3569859174463
10197,121.79421344160245
10198,-1.5356790572247594
10199,410.7440964953717
10200,90.82809978823718
10201,150.07336955234933
10202,24.033652959016106
10203,273.8866340250042
10204,-154.52926036344388
10205,42.588901502213794
10206,617.3417062530535
10207,38.939360757211126
10208,-91.43610118261866
10209,225.35327475259217
10210,151.05827575749373
10211,-86.91664772730051
10212,-101.71788956956725
10213,161.93776500753845
10214,357.8704140663203
10215,32.14597818595471
10216,-379.1453991611118
10217,-165.9421322039575
10218,257.4539216688252
10219,-124.83850777854654
10220,47.08451471771982
10221,-67.05065138283112
10222,287.1733441042415
10223,836.2674276846298
10224,-78.73329259214667
10225,-293.00922912417053
10226,284.91632643135176
10227,377.95143197012726
10228,-473.9426195394982
10229,-538.8094549175802
10230,-372.90475036546616
10231,-83.37700888929385
10232,157.46205950344796
10233,167.50291454528957
10234,-105.69040573242857
10235,561.1616878587778
10236,-149.35531894200574
10237,196.96680510375046
10238,-33.819911724545584
10239,5.199419880559463
10240,-121.70842294740216
10241,53.47357981219955
10242,531.2918937849386
10243,-157.60262257508646
10244,-183.77196237517177
10245,643.8322463611642
10246,17.78030600726625
10247,-92.07939718516919
10248,485.4931645556227
10249,-221.23657858433222
10250,490.6065049988424
10251,-43.677159148722275
10252,139.93322985574008
10253,207.5044744050312
10254,17.092647023317237
10255,-396.4720331216767
10256,-168.3016675981359
10257,-75.5932409928816
10258,-292.07350776841827
10259,-59.37366533949855
10260,247.36904703845832
10261,206.83112755967753
10262,17.462464461107327
10263,-181.8114849863298
10264,300.17615091451916
10265,-567.6387247351357
10266,311.59327282420116
10267,-9.929511834827272
10268,161.40782302844786
10269,272.3855992020625
10270,55.122457413068894
10271,-15.278267411804197
10272,286.4023019106312
10273,387.8886119005049
10274,-148.57888861942936
10275,171.9523524317951
10276,-411.5705921789238
10277,213.8025382488262
10278,133.930024361618
10279,-99.01717749156882
10280,-162.4172422270468
10281,-39.074190109505885
10282,-295.15845215104974
10283,141.32481353073575
10284,163.0598300339319
10285,-55.45540145629749
10286,-145.7406760779083
10287,16.35046243481541
10288,-364.29855844388044
10289,558.6630186797044
10290,40.05066121279891
10291,67.63734503683612
10292,559.8400845969928
10293,469.8069471105723
10294,-149.49980103918438
